bloc;region;annee;depense_totale;yoy_pct;patho;depense;age;sexe
serie_temporelle_yoy;28;2015;30627847951.0;;;;;
serie_temporelle_yoy;28;2016;31326689364.0;2.2817189575906394;;;;
serie_temporelle_yoy;28;2017;32079339894.0;2.4025856076095087;;;;
serie_temporelle_yoy;28;2018;32710719607.0;1.9681817490206255;;;;
serie_temporelle_yoy;28;2019;33380890664.0;2.048781148968004;;;;
serie_temporelle_yoy;28;2020;33305884968.0;-0.22469650901463245;;;;
serie_temporelle_yoy;28;2021;36922558719.0;10.858963076570017;;;;
serie_temporelle_yoy;28;2022;38479243607.0;4.2160807430687175;;;;
serie_temporelle_yoy;28;2023;40250133079.0;4.602194081792832;;;;
top_pathologies;28;2018;;;Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);3848201522.216087;;
top_pathologies;28;2018;;;Maladies cardioneurovasculaires;2019389161.0829878;;
top_pathologies;28;2018;;;Cancers;1981493640.1879597;;
top_pathologies;28;2018;;;Maladies psychiatriques;1623599103.9133148;;
depenses_par_age;28;2018;;;Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);333887323.205829;0-19;
depenses_par_age;28;2018;;;Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;186748869.05491823;0-19;
depenses_par_age;28;2018;;;Maladies psychiatriques;93864544.43317953;0-19;
depenses_par_age;28;2018;;;Maladies respiratoires chroniques (hors mucoviscidose);41510074.934964366;0-19;
depenses_par_age;28;2018;;;Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);24009553.424877655;0-19;
depenses_par_age;28;2018;;;Affections de longue durée (dont 31 et 32) pour d'autres causes;18731857.93688606;0-19;
depenses_par_age;28;2018;;;Maladies inflammatoires ou rares ou infection VIH;16454925.15954903;0-19;
depenses_par_age;28;2018;;;Maladies neurologiques;12816420.400782425;0-19;
depenses_par_age;28;2018;;;Maternité (avec ou sans pathologies);5436848.468487912;0-19;
depenses_par_age;28;2018;;;Maladies cardioneurovasculaires;5153989.054931355;0-19;
depenses_par_age;28;2018;;;Cancers;4846151.353667532;0-19;
depenses_par_age;28;2018;;;Traitements psychotropes (hors pathologies);3952190.2908627354;0-19;
depenses_par_age;28;2018;;;Diabète;2848562.670680355;0-19;
depenses_par_age;28;2018;;;Maladies du foie ou du pancréas (hors mucoviscidose);1190412.8312292648;0-19;
depenses_par_age;28;2018;;;Traitements du risque vasculaire (hors pathologies);603075.3947501694;0-19;
depenses_par_age;28;2018;;;Insuffisance rénale chronique terminale;68289.31068754554;0-19;
depenses_par_age;28;2018;;;Hospitalisation pour Covid-19;0.0;0-19;
depenses_par_age;28;2018;;;Maternité (avec ou sans pathologies);240110998.72649342;20-39;
depenses_par_age;28;2018;;;Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);210036451.3572292;20-39;
depenses_par_age;28;2018;;;Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;124289121.17575853;20-39;
depenses_par_age;28;2018;;;Maladies psychiatriques;120048310.98804897;20-39;
depenses_par_age;28;2018;;;Maladies inflammatoires ou rares ou infection VIH;41507861.950201266;20-39;
depenses_par_age;28;2018;;;Traitements psychotropes (hors pathologies);32486800.496134374;20-39;
depenses_par_age;28;2018;;;Maladies neurologiques;29739905.649775203;20-39;
depenses_par_age;28;2018;;;Cancers;25812909.700915;20-39;
