bloc;region;annee;depense_totale;yoy_pct;patho;depense;age;sexe
serie_temporelle_yoy;3;2015;1460207542.0;;;;;
serie_temporelle_yoy;3;2016;1555425853.0;6.520875167483564;;;;
serie_temporelle_yoy;3;2017;1605033041.0;3.1892994387563434;;;;
serie_temporelle_yoy;3;2018;1667683490.0;3.903374410346494;;;;
serie_temporelle_yoy;3;2019;1699735503.0;1.9219482109281927;;;;
serie_temporelle_yoy;3;2020;1668021539.0;-1.8658175900912455;;;;
serie_temporelle_yoy;3;2021;1857147401.0;11.338334522549598;;;;
serie_temporelle_yoy;3;2022;1941071588.0;4.518983628052897;;;;
serie_temporelle_yoy;3;2023;2051900769.0;5.709690548517776;;;;
top_pathologies;3;2017;;;Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);158439208.95372948;;
top_pathologies;3;2017;;;Maternité (avec ou sans pathologies);102727822.36042395;;
top_pathologies;3;2017;;;Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;78886715.27495912;;
top_pathologies;3;2017;;;Maladies inflammatoires ou rares ou infection VIH;48794946.499185674;;
depenses_par_age;3;2017;;;Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);31921178.14386462;0-19;
depenses_par_age;3;2017;;;Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;20144200.15180973;0-19;
depenses_par_age;3;2017;;;Maternité (avec ou sans pathologies);4962385.3963316465;0-19;
depenses_par_age;3;2017;;;Maladies psychiatriques;2210189.8626113175;0-19;
depenses_par_age;3;2017;;;Affections de longue durée (dont 31 et 32) pour d'autres causes;1993037.0969968722;0-19;
depenses_par_age;3;2017;;;Maladies respiratoires chroniques (hors mucoviscidose);1802872.096511342;0-19;
depenses_par_age;3;2017;;;Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);1517433.7281184555;0-19;
depenses_par_age;3;2017;;;Maladies neurologiques;1284374.7154800538;0-19;
depenses_par_age;3;2017;;;Maladies inflammatoires ou rares ou infection VIH;671368.8238784721;0-19;
depenses_par_age;3;2017;;;Maladies cardioneurovasculaires;283527.32530143997;0-19;
depenses_par_age;3;2017;;;Diabète;109304.01591033506;0-19;
depenses_par_age;3;2017;;;Maladies du foie ou du pancréas (hors mucoviscidose);108954.89015312042;0-19;
depenses_par_age;3;2017;;;Cancers;106848.82627457332;0-19;
depenses_par_age;3;2017;;;Traitements psychotropes (hors pathologies);58415.368294043925;0-19;
depenses_par_age;3;2017;;;Traitements du risque vasculaire (hors pathologies);3040.775942144724;0-19;
depenses_par_age;3;2017;;;Hospitalisation pour Covid-19;0.0;0-19;
depenses_par_age;3;2017;;;Insuffisance rénale chronique terminale;0.0;0-19;
depenses_par_age;3;2017;;;Maternité (avec ou sans pathologies);30483224.57746583;20-39;
depenses_par_age;3;2017;;;Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);10978284.154930072;20-39;
depenses_par_age;3;2017;;;Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;7730546.708459244;20-39;
depenses_par_age;3;2017;;;Maladies inflammatoires ou rares ou infection VIH;5035434.534554757;20-39;
depenses_par_age;3;2017;;;Maladies psychiatriques;3657326.412721193;20-39;
depenses_par_age;3;2017;;;Diabète;1082109.757512317;20-39;
depenses_par_age;3;2017;;;Affections de longue durée (dont 31 et 32) pour d'autres causes;1070152.9240032467;20-39;
depenses_par_age;3;2017;;;Maladies du foie ou du pancréas (hors mucoviscidose);962434.8630192303;20-39;
depenses_par_age;3;2017;;;Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);911592.6501010123;20-39;
depenses_par_age;3;2017;;;Cancers;689741.9675553098;20-39;
depenses_par_age;3;2017;;;Traitements psychotropes (hors pathologies);593972.2059223732;20-39;
depenses_par_age;3;2017;;;Maladies neurologiques;483702.1910869331;20-39;
depenses_par_age;3;2017;;;Traitements du risque vasculaire (hors pathologies);464734.98638321157;20-39;
depenses_par_age;3;2017;;;Maladies respiratoires chroniques (hors mucoviscidose);399500.0668405815;20-39;
depenses_par_age;3;2017;;;Maladies cardioneurovasculaires;266644.927725306;20-39;
depenses_par_age;3;2017;;;Hospitalisation pour Covid-19;0.0;20-39;
