bloc;region;annee;depense_totale;yoy_pct;patho;depense;age;sexe
serie_temporelle_yoy;2;2015;3204926707.0;;;;;
serie_temporelle_yoy;2;2016;3297837807.0;2.8990085731779525;;;;
serie_temporelle_yoy;2;2017;3345490185.0;1.4449582056113464;;;;
serie_temporelle_yoy;2;2018;3397409259.0;1.551912309675485;;;;
serie_temporelle_yoy;2;2019;3432605873.0;1.0359839311899544;;;;
serie_temporelle_yoy;2;2020;3421917580.0;-0.31137547960490286;;;;
serie_temporelle_yoy;2;2021;3835941746.0;12.099185802131451;;;;
serie_temporelle_yoy;2;2022;3985387260.0;3.8959276207944704;;;;
serie_temporelle_yoy;2;2023;4102189868.0;2.9307718517672887;;;;
top_pathologies;2;2016;;;Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);341420896.18716955;;
top_pathologies;2;2016;;;Maladies psychiatriques;150711265.2826386;;
top_pathologies;2;2016;;;Diabète;147314991.69012827;;
top_pathologies;2;2016;;;Maladies cardioneurovasculaires;146125718.0368728;;
depenses_par_age;2;2016;;;Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);31667475.514166795;0-19;
depenses_par_age;2;2016;;;Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;21062595.07926078;0-19;
depenses_par_age;2;2016;;;Maladies psychiatriques;7137280.269775058;0-19;
depenses_par_age;2;2016;;;Maladies respiratoires chroniques (hors mucoviscidose);4694232.409357027;0-19;
depenses_par_age;2;2016;;;Affections de longue durée (dont 31 et 32) pour d'autres causes;2327751.9432380907;0-19;
depenses_par_age;2;2016;;;Maladies neurologiques;1780268.3128875028;0-19;
depenses_par_age;2;2016;;;Maternité (avec ou sans pathologies);1519800.7734908878;0-19;
depenses_par_age;2;2016;;;Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);1397287.7023607076;0-19;
depenses_par_age;2;2016;;;Maladies inflammatoires ou rares ou infection VIH;667605.0110653004;0-19;
depenses_par_age;2;2016;;;Diabète;293131.7544132555;0-19;
depenses_par_age;2;2016;;;Cancers;257293.68797251594;0-19;
depenses_par_age;2;2016;;;Maladies cardioneurovasculaires;211896.45546820457;0-19;
depenses_par_age;2;2016;;;Maladies du foie ou du pancréas (hors mucoviscidose);103930.4664245707;0-19;
depenses_par_age;2;2016;;;Traitements psychotropes (hors pathologies);68071.59757765406;0-19;
depenses_par_age;2;2016;;;Traitements du risque vasculaire (hors pathologies);21135.431053296983;0-19;
depenses_par_age;2;2016;;;Hospitalisation pour Covid-19;0.0;0-19;
depenses_par_age;2;2016;;;Insuffisance rénale chronique terminale;0.0;0-19;
depenses_par_age;2;2016;;;Maternité (avec ou sans pathologies);24633437.536998138;20-39;
depenses_par_age;2;2016;;;Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);16421577.122915236;20-39;
depenses_par_age;2;2016;;;Maladies psychiatriques;12174651.724270951;20-39;
depenses_par_age;2;2016;;;Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;11595920.381086422;20-39;
depenses_par_age;2;2016;;;Maladies inflammatoires ou rares ou infection VIH;3244641.1518422244;20-39;
depenses_par_age;2;2016;;;Maladies neurologiques;2159680.667453075;20-39;
depenses_par_age;2;2016;;;Cancers;1549706.7851876372;20-39;
depenses_par_age;2;2016;;;Affections de longue durée (dont 31 et 32) pour d'autres causes;1454844.964523807;20-39;
depenses_par_age;2;2016;;;Diabète;1346234.723971988;20-39;
depenses_par_age;2;2016;;;Maladies respiratoires chroniques (hors mucoviscidose);1277930.948751208;20-39;
depenses_par_age;2;2016;;;Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);858638.6262598241;20-39;
depenses_par_age;2;2016;;;Traitements psychotropes (hors pathologies);784055.08916024;20-39;
depenses_par_age;2;2016;;;Traitements du risque vasculaire (hors pathologies);676103.9535847473;20-39;
depenses_par_age;2;2016;;;Maladies du foie ou du pancréas (hors mucoviscidose);675548.0317597095;20-39;
depenses_par_age;2;2016;;;Insuffisance rénale chronique terminale;646330.4640692051;20-39;
depenses_par_age;2;2016;;;Maladies cardioneurovasculaires;482642.2244631408;20-39;
depenses_par_age;2;2016;;;Hospitalisation pour Covid-19;0.0;20-39;
depenses_par_age;2;2016;;;Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);47956314.71576516;40-59;
depenses_par_age;2;2016;;;Maladies psychiatriques;29158228.774550322;40-59;
depenses_par_age;2;2016;;;Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;19175309.133043274;40-59;
depenses_par_age;2;2016;;;Diabète;18955853.452057187;40-59;
depenses_par_age;2;2016;;;Cancers;18495488.985598568;40-59;
depenses_par_age;2;2016;;;Maladies inflammatoires ou rares ou infection VIH;13716567.22653471;40-59;
depenses_par_age;2;2016;;;Insuffisance rénale chronique terminale;12456912.22032998;40-59;
depenses_par_age;2;2016;;;Maladies cardioneurovasculaires;11822006.790788194;40-59;
depenses_par_age;2;2016;;;Traitements du risque vasculaire (hors pathologies);10764353.726609763;40-59;
depenses_par_age;2;2016;;;Maladies neurologiques;6910780.114479042;40-59;
depenses_par_age;2;2016;;;Affections de longue durée (dont 31 et 32) pour d'autres causes;4529417.322884119;40-59;
depenses_par_age;2;2016;;;Maternité (avec ou sans pathologies);3672851.869269646;40-59;
depenses_par_age;2;2016;;;Traitements psychotropes (hors pathologies);3641094.499221035;40-59;
depenses_par_age;2;2016;;;Maladies respiratoires chroniques (hors mucoviscidose);3268652.0681206197;40-59;
depenses_par_age;2;2016;;;Maladies du foie ou du pancréas (hors mucoviscidose);2979340.0375043596;40-59;
depenses_par_age;2;2016;;;Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);1610614.0691333348;40-59;
depenses_par_age;2;2016;;;Hospitalisation pour Covid-19;0.0;40-59;
depenses_par_age;2;2016;;;Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);40902242.325783096;60-74;
depenses_par_age;2;2016;;;Diabète;30355421.67923934;60-74;
depenses_par_age;2;2016;;;Cancers;28318890.96865937;60-74;
depenses_par_age;2;2016;;;Maladies cardioneurovasculaires;22401692.688176204;60-74;
depenses_par_age;2;2016;;;Insuffisance rénale chronique terminale;17425297.856568523;60-74;
depenses_par_age;2;2016;;;Maladies psychiatriques;13862895.981484048;60-74;
depenses_par_age;2;2016;;;Traitements du risque vasculaire (hors pathologies);12619473.905350193;60-74;
depenses_par_age;2;2016;;;Maladies neurologiques;8641869.92539125;60-74;
depenses_par_age;2;2016;;;Maladies inflammatoires ou rares ou infection VIH;7298212.785844949;60-74;
depenses_par_age;2;2016;;;Affections de longue durée (dont 31 et 32) pour d'autres causes;5276237.738006339;60-74;
depenses_par_age;2;2016;;;Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;5212720.077413262;60-74;
depenses_par_age;2;2016;;;Traitements psychotropes (hors pathologies);3181010.2398665547;60-74;
depenses_par_age;2;2016;;;Maladies respiratoires chroniques (hors mucoviscidose);2581318.689310209;60-74;
depenses_par_age;2;2016;;;Maladies du foie ou du pancréas (hors mucoviscidose);2373078.983361031;60-74;
depenses_par_age;2;2016;;;Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);474651.1660690953;60-74;
depenses_par_age;2;2016;;;Hospitalisation pour Covid-19;0.0;60-74;
depenses_par_age;2;2016;;;Maternité (avec ou sans pathologies);0.0;60-74;
depenses_par_age;2;2016;;;Maladies cardioneurovasculaires;29686930.11494071;75-89;
depenses_par_age;2;2016;;;Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);24575478.003808483;75-89;
depenses_par_age;2;2016;;;Cancers;20049228.782069784;75-89;
depenses_par_age;2;2016;;;Diabète;19770108.325427342;75-89;
depenses_par_age;2;2016;;;Maladies neurologiques;14912278.621826746;75-89;
depenses_par_age;2;2016;;;Insuffisance rénale chronique terminale;11633948.353245692;75-89;
depenses_par_age;2;2016;;;Maladies psychiatriques;7633744.586546587;75-89;
depenses_par_age;2;2016;;;Traitements du risque vasculaire (hors pathologies);6737406.020620694;75-89;
depenses_par_age;2;2016;;;Affections de longue durée (dont 31 et 32) pour d'autres causes;5528410.865190466;75-89;
depenses_par_age;2;2016;;;Traitements psychotropes (hors pathologies);2947440.1847880776;75-89;
depenses_par_age;2;2016;;;Maladies inflammatoires ou rares ou infection VIH;2344910.6194034787;75-89;
depenses_par_age;2;2016;;;Maladies respiratoires chroniques (hors mucoviscidose);1720879.126206806;75-89;
depenses_par_age;2;2016;;;Maladies du foie ou du pancréas (hors mucoviscidose);1281809.0859030385;75-89;
depenses_par_age;2;2016;;;Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;1076720.828290758;75-89;
depenses_par_age;2;2016;;;Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);143995.2975715233;75-89;
depenses_par_age;2;2016;;;Hospitalisation pour Covid-19;0.0;75-89;
depenses_par_age;2;2016;;;Maternité (avec ou sans pathologies);0.0;75-89;
depenses_par_age;2;2016;;;Maladies cardioneurovasculaires;7636882.220108688;90+;
depenses_par_age;2;2016;;;Maladies neurologiques;4463418.532529038;90+;
